userid,tmstmp,type
152,2014-02-19 23:44:28,mobile
718,2014-02-19 23:53:48,mobile
751,2014-02-19 23:55:49,web
575,2014-02-20 00:20:02,mobile
474,2014-02-20 00:21:03,mobile
125,2014-02-20 00:26:48,web
857,2014-02-20 00:31:56,mobile
862,2014-02-20 00:39:30,mobile
48,2014-02-20 00:44:41,mobile
88,2014-02-20 00:59:08,mobile
573,2014-02-20 01:11:30,web
470,2014-02-20 01:15:50,web
375,2014-02-20 01:21:17,web
941,2014-02-20 01:27:10,mobile
572,2014-02-20 01:29:39,web
618,2014-02-20 01:30:32,mobile
951,2014-02-20 01:39:22,mobile
238,2014-02-20 01:41:30,mobile
116,2014-02-20 01:45:27,mobile
552,2014-02-20 01:45:52,mobile
943,2014-02-20 01:50:42,mobile
207,2014-02-20 01:52:54,mobile
361,2014-02-20 01:53:12,mobile
661,2014-02-20 01:56:02,mobile
226,2014-02-20 01:57:54,mobile
938,2014-02-20 02:04:52,mobile
891,2014-02-20 02:06:20,mobile
540,2014-02-20 02:07:49,mobile
115,2014-02-20 02:14:41,mobile
224,2014-02-20 02:15:48,web
226,2014-02-20 02:19:56,mobile
678,2014-02-20 02:21:55,web
372,2014-02-20 02:27:57,mobile
573,2014-02-20 02:44:19,mobile
938,2014-02-20 02:46:02,mobile
535,2014-02-20 02:51:33,mobile
719,2014-02-20 02:53:07,mobile
896,2014-02-20 02:55:55,mobile
330,2014-02-20 03:00:45,mobile
722,2014-02-20 03:01:24,web
862,2014-02-20 03:01:43,mobile
599,2014-02-20 03:05:33,mobile
617,2014-02-20 03:09:19,mobile
280,2014-02-20 03:13:18,mobile
113,2014-02-20 03:14:43,mobile
48,2014-02-20 03:15:02,mobile
381,2014-02-20 03:18:07,mobile
846,2014-02-20 03:23:40,mobile
677,2014-02-20 03:31:46,web
21,2014-02-20 03:39:11,mobile
481,2014-02-20 03:40:00,web
891,2014-02-20 03:42:54,mobile
712,2014-02-20 03:47:30,mobile
109,2014-02-20 04:07:38,web
851,2014-02-20 04:18:06,web
466,2014-02-20 04:27:00,mobile
599,2014-02-20 04:36:03,web
603,2014-02-20 04:37:05,web
881,2014-02-20 04:38:35,mobile
849,2014-02-20 04:45:01,mobile
644,2014-02-20 04:45:06,mobile
548,2014-02-20 04:49:53,web
906,2014-02-20 04:59:12,mobile
211,2014-02-20 05:13:41,mobile
7,2014-02-20 05:19:08,mobile
593,2014-02-20 05:20:39,web
343,2014-02-20 05:31:44,mobile
649,2014-02-20 05:44:53,web
112,2014-02-20 05:49:12,mobile
309,2014-02-20 05:49:48,mobile
375,2014-02-20 06:11:28,mobile
455,2014-02-20 06:14:16,web
354,2014-02-20 06:21:43,web
310,2014-02-20 06:25:13,web
601,2014-02-20 06:45:40,mobile
468,2014-02-20 06:56:36,mobile
535,2014-02-20 06:58:59,mobile
408,2014-02-20 06:59:27,mobile
382,2014-02-20 07:09:14,mobile
660,2014-02-20 07:20:32,mobile
490,2014-02-20 07:28:06,web
291,2014-02-20 07:31:30,web
677,2014-02-20 07:46:12,web
702,2014-02-20 07:47:29,mobile
436,2014-02-20 07:48:04,web
954,2014-02-20 07:48:18,mobile
925,2014-02-20 07:50:16,mobile
823,2014-02-20 07:54:19,mobile
568,2014-02-20 08:00:56,mobile
898,2014-02-20 08:01:35,mobile
707,2014-02-20 08:12:50,mobile
762,2014-02-20 08:18:56,web
881,2014-02-20 08:26:34,mobile
17,2014-02-20 08:29:40,mobile
280,2014-02-20 08:31:51,mobile
133,2014-02-20 08:32:28,mobile
517,2014-02-20 08:36:52,mobile
271,2014-02-20 09:24:59,mobile
938,2014-02-20 09:26:44,web
2,2014-02-20 09:28:52,mobile
540,2014-02-20 09:32:08,mobile
219,2014-02-20 09:49:54,mobile
914,2014-02-20 09:50:48,mobile
969,2014-02-20 09:51:59,mobile
686,2014-02-20 09:54:33,web
13,2014-02-20 09:56:53,mobile
818,2014-02-20 10:04:47,mobile
484,2014-02-20 10:07:13,mobile
574,2014-02-20 10:13:12,web
291,2014-02-20 10:24:07,mobile
589,2014-02-20 10:25:16,mobile
82,2014-02-20 10:26:18,web
674,2014-02-20 10:30:37,mobile
435,2014-02-20 10:31:04,mobile
495,2014-02-20 10:34:34,web
808,2014-02-20 10:38:38,mobile
363,2014-02-20 10:41:09,mobile
445,2014-02-20 10:43:59,web
28,2014-02-20 10:44:29,mobile
131,2014-02-20 10:54:37,web
649,2014-02-20 11:00:20,mobile
469,2014-02-20 11:00:54,mobile
794,2014-02-20 11:01:36,mobile
7,2014-02-20 11:02:23,mobile
214,2014-02-20 11:08:22,mobile
28,2014-02-20 11:11:51,mobile
470,2014-02-20 11:12:38,mobile
309,2014-02-20 11:12:51,web
45,2014-02-20 11:16:01,mobile
335,2014-02-20 11:36:19,web
892,2014-02-20 11:36:54,mobile
444,2014-02-20 11:40:27,web
330,2014-02-20 11:44:58,mobile
452,2014-02-20 11:48:34,mobile
738,2014-02-20 11:49:16,mobile
907,2014-02-20 11:51:30,mobile
159,2014-02-20 11:53:51,mobile
470,2014-02-20 11:55:59,mobile
471,2014-02-20 11:59:42,web
221,2014-02-20 12:08:27,mobile
897,2014-02-20 12:17:46,mobile
17,2014-02-20 12:22:06,web
513,2014-02-20 12:24:21,mobile
687,2014-02-20 12:26:12,web
966,2014-02-20 12:43:33,mobile
12,2014-02-20 12:55:07,mobile
678,2014-02-20 12:59:14,mobile
101,2014-02-20 13:02:18,mobile
86,2014-02-20 13:08:21,mobile
812,2014-02-20 13:13:42,mobile
373,2014-02-20 13:13:44,mobile
102,2014-02-20 13:21:38,mobile
280,2014-02-20 13:32:07,web
727,2014-02-20 13:32:13,web
923,2014-02-20 13:35:55,mobile
279,2014-02-20 13:41:36,mobile
422,2014-02-20 13:42:16,web
923,2014-02-20 13:42:30,mobile
707,2014-02-20 13:46:14,mobile
594,2014-02-20 13:47:08,web
330,2014-02-20 13:54:17,web
886,2014-02-20 13:56:06,web
28,2014-02-20 13:57:23,mobile
904,2014-02-20 14:02:26,mobile
761,2014-02-20 14:06:09,mobile
473,2014-02-20 14:14:57,web
330,2014-02-20 14:16:00,web
619,2014-02-20 14:36:33,web
129,2014-02-20 14:41:45,web
335,2014-02-20 14:42:55,mobile
694,2014-02-20 14:53:36,web
718,2014-02-20 14:57:55,mobile
596,2014-02-20 14:59:15,mobile
797,2014-02-20 15:13:15,web
347,2014-02-20 15:14:52,mobile
298,2014-02-20 15:15:13,mobile
154,2014-02-20 15:19:48,mobile
169,2014-02-20 15:24:01,web
182,2014-02-20 15:28:03,web
204,2014-02-20 15:38:25,mobile
168,2014-02-20 15:40:13,mobile
500,2014-02-20 15:42:52,mobile
370,2014-02-20 15:43:58,web
383,2014-02-20 15:57:06,mobile
111,2014-02-20 16:01:04,mobile
309,2014-02-20 16:02:05,mobile
823,2014-02-20 16:02:33,web
155,2014-02-20 16:31:09,web
638,2014-02-20 16:35:11,web
621,2014-02-20 16:37:44,mobile
926,2014-02-20 16:38:32,web
339,2014-02-20 17:10:00,mobile
592,2014-02-20 17:26:10,web
796,2014-02-20 17:28:54,web
942,2014-02-20 17:34:52,mobile
5,2014-02-20 17:35:05,web
920,2014-02-20 17:37:55,mobile
555,2014-02-20 17:38:41,mobile
936,2014-02-20 17:47:40,mobile
790,2014-02-20 17:55:49,web
62,2014-02-20 18:03:32,mobile
943,2014-02-20 18:04:27,web
890,2014-02-20 18:10:00,mobile
179,2014-02-20 18:12:22,mobile
598,2014-02-20 18:17:49,mobile
637,2014-02-20 18:20:08,mobile
903,2014-02-20 18:20:56,mobile
48,2014-02-20 18:24:58,mobile
840,2014-02-20 18:28:40,mobile
254,2014-02-20 18:32:15,web
435,2014-02-20 18:32:16,mobile
804,2014-02-20 18:33:01,mobile
532,2014-02-20 18:40:27,web
684,2014-02-20 18:40:53,mobile
667,2014-02-20 18:44:43,mobile
561,2014-02-20 19:07:01,mobile
998,2014-02-20 19:14:23,mobile
297,2014-02-20 19:21:19,mobile
139,2014-02-20 19:25:00,mobile
351,2014-02-20 19:30:21,web
597,2014-02-20 19:31:43,mobile
245,2014-02-20 19:35:24,mobile
700,2014-02-20 19:42:39,web
747,2014-02-20 19:58:19,mobile
577,2014-02-20 20:01:58,mobile
75,2014-02-20 20:03:32,mobile
8,2014-02-20 20:07:27,mobile
238,2014-02-20 20:07:57,web
153,2014-02-20 20:10:10,mobile
834,2014-02-20 20:24:23,mobile
14,2014-02-20 20:33:07,mobile
417,2014-02-20 20:46:36,mobile
963,2014-02-20 20:48:09,mobile
850,2014-02-20 20:49:48,mobile
98,2014-02-20 20:54:08,mobile
650,2014-02-20 21:04:16,mobile
896,2014-02-20 21:05:06,web
363,2014-02-20 21:06:09,mobile
103,2014-02-20 21:06:29,web
122,2014-02-20 21:07:41,mobile
2,2014-02-20 21:08:53,web
57,2014-02-20 21:08:57,web
166,2014-02-20 21:12:01,mobile
784,2014-02-20 21:15:25,web
382,2014-02-20 21:17:08,mobile
173,2014-02-20 21:18:08,mobile
657,2014-02-20 21:18:48,mobile
179,2014-02-20 21:20:00,mobile
969,2014-02-20 21:26:07,mobile
624,2014-02-20 21:26:13,web
509,2014-02-20 21:32:31,web
44,2014-02-20 21:41:09,mobile
933,2014-02-20 21:46:09,web
926,2014-02-20 21:48:26,mobile
570,2014-02-20 21:52:10,mobile
100,2014-02-20 22:00:22,web
393,2014-02-20 22:05:18,mobile
49,2014-02-20 22:05:29,mobile
393,2014-02-20 22:07:23,mobile
32,2014-02-20 22:14:38,mobile
570,2014-02-20 22:18:53,web
902,2014-02-20 22:27:38,mobile
210,2014-02-20 22:40:28,mobile
725,2014-02-20 22:42:15,web
937,2014-02-20 22:50:26,web
596,2014-02-20 22:56:02,mobile
57,2014-02-20 22:57:18,mobile
963,2014-02-20 23:02:00,web
849,2014-02-20 23:08:34,mobile
210,2014-02-20 23:09:09,mobile
608,2014-02-20 23:12:28,mobile
649,2014-02-20 23:17:05,mobile
237,2014-02-20 23:17:40,mobile
494,2014-02-20 23:23:45,mobile
562,2014-02-20 23:32:18,web
335,2014-02-20 23:33:20,web
261,2014-02-20 23:48:50,mobile
903,2014-02-21 00:09:49,web
931,2014-02-21 00:11:54,mobile
507,2014-02-21 00:13:44,mobile
449,2014-02-21 00:18:50,mobile
673,2014-02-21 00:19:36,mobile
374,2014-02-21 00:24:02,web
145,2014-02-21 00:31:30,web
308,2014-02-21 00:40:39,mobile
925,2014-02-21 00:59:05,web
325,2014-02-21 01:00:11,mobile
869,2014-02-21 01:05:43,web
183,2014-02-21 01:07:44,mobile
760,2014-02-21 01:08:46,mobile
158,2014-02-21 01:16:04,mobile
67,2014-02-21 01:16:37,mobile
459,2014-02-21 01:29:58,mobile
942,2014-02-21 01:32:53,mobile
621,2014-02-21 01:49:12,web
581,2014-02-21 01:49:52,mobile
133,2014-02-21 01:50:00,web
152,2014-02-21 01:50:28,mobile
541,2014-02-21 01:52:44,web
796,2014-02-21 01:53:02,mobile
159,2014-02-21 01:53:21,mobile
45,2014-02-21 01:54:56,web
2,2014-02-21 01:55:08,mobile
786,2014-02-21 02:03:08,mobile
14,2014-02-21 02:06:50,mobile
621,2014-02-21 02:06:56,mobile
390,2014-02-21 02:08:00,mobile
481,2014-02-21 02:10:06,web
969,2014-02-21 02:20:00,mobile
627,2014-02-21 02:22:39,mobile
352,2014-02-21 02:24:36,mobile
493,2014-02-21 02:29:36,mobile
693,2014-02-21 02:39:50,mobile
700,2014-02-21 02:46:41,web
369,2014-02-21 02:47:17,mobile
992,2014-02-21 02:52:54,mobile
797,2014-02-21 02:56:00,mobile
337,2014-02-21 03:00:12,mobile
738,2014-02-21 03:02:05,web
948,2014-02-21 03:03:47,mobile
579,2014-02-21 03:09:24,mobile
726,2014-02-21 03:16:47,mobile
758,2014-02-21 03:18:17,mobile
409,2014-02-21 03:22:01,web
320,2014-02-21 03:28:34,mobile
495,2014-02-21 03:29:02,mobile
722,2014-02-21 03:31:12,mobile
308,2014-02-21 03:32:39,mobile
252,2014-02-21 03:40:27,web
910,2014-02-21 03:45:46,mobile
433,2014-02-21 03:46:06,web
963,2014-02-21 03:47:16,mobile
722,2014-02-21 03:49:21,web
913,2014-02-21 04:04:48,mobile
914,2014-02-21 04:17:32,mobile
9,2014-02-21 04:19:22,web
875,2014-02-21 04:27:20,mobile
135,2014-02-21 04:47:59,mobile
535,2014-02-21 04:54:18,mobile
525,2014-02-21 04:58:25,mobile
598,2014-02-21 05:04:38,mobile
423,2014-02-21 05:07:17,web
57,2014-02-21 05:10:35,mobile
785,2014-02-21 05:14:20,mobile
424,2014-02-21 05:26:50,mobile
609,2014-02-21 05:30:46,mobile
323,2014-02-21 05:46:05,mobile
37,2014-02-21 05:52:48,web
184,2014-02-21 06:05:55,web
703,2014-02-21 06:12:48,mobile
669,2014-02-21 06:18:16,web
422,2014-02-21 06:18:44,mobile
204,2014-02-21 06:24:33,mobile
612,2014-02-21 06:28:14,mobile
144,2014-02-21 06:33:21,mobile
665,2014-02-21 06:48:54,mobile
233,2014-02-21 06:51:32,mobile
803,2014-02-21 06:55:47,mobile
520,2014-02-21 06:57:18,web
598,2014-02-21 06:58:36,mobile
30,2014-02-21 06:59:54,web
111,2014-02-21 07:01:44,mobile
3,2014-02-21 07:02:10,web
198,2014-02-21 07:05:49,mobile
660,2014-02-21 07:10:01,mobile
584,2014-02-21 07:11:50,mobile
323,2014-02-21 07:14:04,web
295,2014-02-21 07:14:49,web
414,2014-02-21 07:25:37,mobile
896,2014-02-21 07:40:09,web
590,2014-02-21 07:41:47,web
907,2014-02-21 07:46:05,mobile
951,2014-02-21 07:50:35,web
295,2014-02-21 07:57:21,mobile
819,2014-02-21 07:58:24,web
524,2014-02-21 08:06:36,web
94,2014-02-21 08:09:46,mobile
598,2014-02-21 08:14:01,mobile
313,2014-02-21 08:17:07,mobile
653,2014-02-21 08:20:42,mobile
2,2014-02-21 08:24:44,mobile
590,2014-02-21 08:24:45,web
571,2014-02-21 08:26:35,mobile
293,2014-02-21 08:26:55,mobile
525,2014-02-21 08:30:14,mobile
256,2014-02-21 08:32:59,web
600,2014-02-21 08:34:40,mobile
284,2014-02-21 08:40:18,web
61,2014-02-21 08:42:14,mobile
576,2014-02-21 08:45:36,mobile
158,2014-02-21 08:49:54,mobile
783,2014-02-21 08:56:49,mobile
294,2014-02-21 08:57:21,mobile
717,2014-02-21 08:58:41,web
135,2014-02-21 08:58:56,web
237,2014-02-21 09:01:10,mobile
764,2014-02-21 09:19:36,mobile
48,2014-02-21 09:21:01,mobile
512,2014-02-21 09:22:22,mobile
5,2014-02-21 09:23:46,mobile
2,2014-02-21 09:28:02,web
438,2014-02-21 09:28:07,web
436,2014-02-21 09:36:19,web
886,2014-02-21 09:43:22,mobile
245,2014-02-21 09:44:08,mobile
614,2014-02-21 09:50:03,mobile
693,2014-02-21 10:01:59,mobile
886,2014-02-21 10:04:23,mobile
82,2014-02-21 10:06:23,mobile
429,2014-02-21 10:09:32,mobile
839,2014-02-21 10:11:36,mobile
618,2014-02-21 10:13:13,mobile
926,2014-02-21 10:17:17,web
891,2014-02-21 10:24:13,mobile
554,2014-02-21 10:24:25,mobile
831,2014-02-21 10:24:54,mobile
9,2014-02-21 10:25:36,mobile
98,2014-02-21 10:26:57,mobile
849,2014-02-21 10:27:25,mobile
159,2014-02-21 10:29:59,web
970,2014-02-21 10:34:16,web
621,2014-02-21 10:44:00,mobile
471,2014-02-21 10:45:07,mobile
792,2014-02-21 10:46:38,web
969,2014-02-21 10:51:54,mobile
526,2014-02-21 10:55:59,mobile
718,2014-02-21 11:04:58,mobile
914,2014-02-21 11:05:17,mobile
991,2014-02-21 11:06:59,mobile
661,2014-02-21 11:15:22,mobile
241,2014-02-21 11:16:32,mobile
383,2014-02-21 11:25:40,mobile
32,2014-02-21 11:27:23,mobile
62,2014-02-21 11:27:32,web
851,2014-02-21 11:27:45,mobile
7,2014-02-21 11:28:10,web
239,2014-02-21 11:32:03,mobile
686,2014-02-21 11:32:31,web
918,2014-02-21 11:46:23,mobile
821,2014-02-21 11:53:54,mobile
798,2014-02-21 11:57:46,mobile
171,2014-02-21 11:58:08,web
539,2014-02-21 12:01:53,mobile
252,2014-02-21 12:03:05,mobile
249,2014-02-21 12:04:53,mobile
650,2014-02-21 12:05:26,mobile
727,2014-02-21 12:23:54,web
991,2014-02-21 12:34:52,mobile
980,2014-02-21 12:37:30,mobile
182,2014-02-21 12:40:17,mobile
857,2014-02-21 12:43:19,web
414,2014-02-21 12:49:27,web
909,2014-02-21 13:19:50,mobile
48,2014-02-21 13:20:02,web
1,2014-02-21 13:21:46,mobile
657,2014-02-21 13:22:28,web
335,2014-02-21 13:36:40,web
23,2014-02-21 13:38:18,mobile
498,2014-02-21 13:40:23,mobile
693,2014-02-21 13:41:25,mobile
717,2014-02-21 13:42:11,web
650,2014-02-21 13:43:05,mobile
28,2014-02-21 13:44:55,mobile
667,2014-02-21 13:45:28,mobile
689,2014-02-21 13:46:25,mobile
798,2014-02-21 13:52:30,mobile
440,2014-02-21 13:59:38,web
599,2014-02-21 14:06:21,mobile
62,2014-02-21 14:06:55,mobile
534,2014-02-21 14:12:26,mobile
908,2014-02-21 14:14:53,mobile
222,2014-02-21 14:17:11,mobile
82,2014-02-21 14:20:18,mobile
371,2014-02-21 14:20:21,mobile
614,2014-02-21 14:21:27,web
928,2014-02-21 14:26:34,mobile
98,2014-02-21 14:29:38,web
745,2014-02-21 14:30:51,web
425,2014-02-21 14:33:39,mobile
575,2014-02-21 14:34:05,mobile
857,2014-02-21 14:38:07,mobile
543,2014-02-21 14:40:07,mobile
107,2014-02-21 14:43:38,web
115,2014-02-21 14:44:42,mobile
385,2014-02-21 14:49:17,web
96,2014-02-21 14:54:36,web
13,2014-02-21 14:55:03,web
864,2014-02-21 15:07:47,mobile
907,2014-02-21 15:08:46,mobile
804,2014-02-21 15:10:34,web
983,2014-02-21 15:14:41,mobile
295,2014-02-21 15:19:09,mobile
850,2014-02-21 15:25:23,mobile
587,2014-02-21 15:25:46,web
507,2014-02-21 15:31:25,mobile
833,2014-02-21 15:37:08,mobile
969,2014-02-21 15:49:31,mobile
442,2014-02-21 15:51:19,web
700,2014-02-21 16:06:42,mobile
211,2014-02-21 16:24:53,web
37,2014-02-21 16:27:16,web
698,2014-02-21 16:33:05,mobile
592,2014-02-21 16:33:57,mobile
44,2014-02-21 16:44:27,mobile
943,2014-02-21 16:47:54,mobile
703,2014-02-21 16:54:23,web
337,2014-02-21 16:57:57,mobile
241,2014-02-21 17:10:30,mobile
275,2014-02-21 17:26:02,mobile
182,2014-02-21 17:27:25,mobile
482,2014-02-21 17:44:22,mobile
978,2014-02-21 17:48:39,mobile
374,2014-02-21 17:55:12,mobile
841,2014-02-21 18:00:36,web
416,2014-02-21 18:04:09,mobile
226,2014-02-21 18:07:15,mobile
517,2014-02-21 18:11:52,mobile
398,2014-02-21 18:18:48,mobile
835,2014-02-21 18:21:31,mobile
566,2014-02-21 18:23:02,web
209,2014-02-21 18:24:42,mobile
383,2014-02-21 18:28:33,web
239,2014-02-21 18:29:09,mobile
381,2014-02-21 18:38:29,mobile
204,2014-02-21 18:41:50,web
152,2014-02-21 18:59:38,mobile
50,2014-02-21 19:02:16,mobile
86,2014-02-21 19:06:22,web
606,2014-02-21 19:09:16,web
627,2014-02-21 19:15:26,mobile
568,2014-02-21 19:21:43,mobile
513,2014-02-21 19:22:02,web
921,2014-02-21 19:22:50,mobile
784,2014-02-21 19:26:00,web
572,2014-02-21 19:27:44,mobile
767,2014-02-21 19:32:43,web
176,2014-02-21 19:44:26,mobile
414,2014-02-21 19:50:41,mobile
445,2014-02-21 19:59:26,web
991,2014-02-21 20:07:56,mobile
17,2014-02-21 20:22:00,mobile
2,2014-02-21 20:24:51,web
991,2014-02-21 20:36:53,mobile
541,2014-02-21 20:44:38,mobile
942,2014-02-21 20:48:31,mobile
862,2014-02-21 20:48:54,web
100,2014-02-21 20:52:46,mobile
21,2014-02-21 20:53:17,mobile
973,2014-02-21 21:10:39,mobile
645,2014-02-21 21:13:33,web
650,2014-02-21 21:31:24,mobile
992,2014-02-21 21:31:49,mobile
611,2014-02-21 21:37:08,web
470,2014-02-21 21:37:33,mobile
133,2014-02-21 21:44:47,mobile
532,2014-02-21 21:58:15,mobile
101,2014-02-21 21:58:34,web
507,2014-02-21 22:02:49,web
252,2014-02-21 22:04:46,web
915,2014-02-21 22:07:39,web
127,2014-02-21 22:08:53,web
496,2014-02-21 22:11:07,mobile
732,2014-02-21 22:27:51,web
118,2014-02-21 22:33:30,mobile
445,2014-02-21 22:41:07,mobile
425,2014-02-21 22:44:58,web
555,2014-02-21 22:45:00,mobile
653,2014-02-21 22:50:34,mobile
262,2014-02-21 22:52:35,mobile
206,2014-02-21 23:00:29,web
762,2014-02-21 23:12:36,web
265,2014-02-21 23:27:20,mobile
324,2014-02-21 23:28:12,web
672,2014-02-21 23:30:58,mobile
990,2014-02-21 23:33:21,mobile
914,2014-02-21 23:36:51,mobile
864,2014-02-21 23:37:42,mobile
890,2014-02-21 23:39:41,web
804,2014-02-21 23:41:48,web
700,2014-02-21 23:44:23,mobile
799,2014-02-21 23:57:40,mobile
990,2014-02-22 00:01:57,mobile
240,2014-02-22 00:02:15,mobile
440,2014-02-22 00:15:37,web
476,2014-02-22 00:16:16,mobile
155,2014-02-22 00:17:42,mobile
692,2014-02-22 00:19:39,web
702,2014-02-22 00:21:09,web
13,2014-02-22 00:21:44,mobile
356,2014-02-22 00:21:59,web
787,2014-02-22 00:24:26,web
470,2014-02-22 00:34:38,mobile
908,2014-02-22 00:39:33,mobile
569,2014-02-22 00:42:06,web
812,2014-02-22 00:50:05,web
614,2014-02-22 00:50:12,mobile
414,2014-02-22 00:53:18,mobile
334,2014-02-22 00:54:28,mobile
592,2014-02-22 00:55:24,mobile
515,2014-02-22 01:00:45,mobile
969,2014-02-22 01:02:49,web
914,2014-02-22 01:05:43,web
686,2014-02-22 01:07:01,mobile
262,2014-02-22 01:16:16,web
897,2014-02-22 01:17:31,web
570,2014-02-22 01:19:33,mobile
133,2014-02-22 01:21:53,mobile
227,2014-02-22 01:22:12,mobile
15,2014-02-22 01:37:38,mobile
327,2014-02-22 01:41:52,mobile
173,2014-02-22 01:44:16,mobile
234,2014-02-22 01:45:22,mobile
688,2014-02-22 01:47:25,web
129,2014-02-22 01:50:26,mobile
562,2014-02-22 01:54:59,mobile
597,2014-02-22 01:58:33,mobile
70,2014-02-22 02:02:49,mobile
909,2014-02-22 02:11:54,mobile
913,2014-02-22 02:14:06,web
259,2014-02-22 02:27:44,mobile
288,2014-02-22 02:29:01,web
206,2014-02-22 02:30:44,mobile
57,2014-02-22 02:31:10,mobile
881,2014-02-22 02:41:07,mobile
28,2014-02-22 02:42:24,mobile
944,2014-02-22 02:43:44,mobile
220,2014-02-22 02:48:59,web
162,2014-02-22 02:49:05,mobile
491,2014-02-22 02:50:21,web
921,2014-02-22 03:01:26,mobile
88,2014-02-22 03:07:13,web
408,2014-02-22 03:10:22,web
959,2014-02-22 03:14:18,web
822,2014-02-22 03:16:23,mobile
533,2014-02-22 03:20:06,mobile
205,2014-02-22 03:29:30,mobile
948,2014-02-22 03:39:17,mobile
106,2014-02-22 03:55:10,mobile
254,2014-02-22 03:58:55,web
686,2014-02-22 04:00:17,mobile
575,2014-02-22 04:06:47,mobile
715,2014-02-22 04:08:02,web
408,2014-02-22 04:08:11,web
227,2014-02-22 04:10:38,mobile
695,2014-02-22 04:17:30,mobile
675,2014-02-22 04:18:07,mobile
404,2014-02-22 04:20:31,mobile
455,2014-02-22 04:31:28,web
230,2014-02-22 05:01:50,mobile
342,2014-02-22 05:01:57,mobile
200,2014-02-22 05:02:53,mobile
563,2014-02-22 05:03:08,web
508,2014-02-22 05:12:17,web
417,2014-02-22 05:20:14,mobile
632,2014-02-22 05:30:05,web
558,2014-02-22 05:36:44,mobile
727,2014-02-22 05:49:03,mobile
601,2014-02-22 05:49:49,mobile
356,2014-02-22 05:51:27,mobile
881,2014-02-22 05:51:57,mobile
201,2014-02-22 06:03:55,mobile
636,2014-02-22 06:05:33,web
992,2014-02-22 06:05:48,mobile
715,2014-02-22 06:10:36,mobile
568,2014-02-22 06:10:53,mobile
490,2014-02-22 06:12:13,mobile
916,2014-02-22 06:12:25,mobile
686,2014-02-22 06:21:01,mobile
13,2014-02-22 06:24:00,web
783,2014-02-22 06:31:32,mobile
839,2014-02-22 06:43:18,mobile
835,2014-02-22 06:46:41,mobile
908,2014-02-22 06:48:05,mobile
904,2014-02-22 06:52:55,mobile
570,2014-02-22 06:53:11,mobile
980,2014-02-22 07:03:00,mobile
964,2014-02-22 07:12:25,mobile
946,2014-02-22 07:13:39,web
163,2014-02-22 07:19:04,web
815,2014-02-22 07:19:39,mobile
924,2014-02-22 07:31:50,mobile
454,2014-02-22 07:33:07,mobile
350,2014-02-22 07:36:15,mobile
922,2014-02-22 07:39:05,web
100,2014-02-22 07:40:00,web
210,2014-02-22 07:42:15,mobile
412,2014-02-22 07:50:54,mobile
374,2014-02-22 07:57:19,web
88,2014-02-22 07:58:05,mobile
856,2014-02-22 08:01:30,web
898,2014-02-22 08:09:01,web
809,2014-02-22 08:10:06,web
727,2014-02-22 08:13:11,web
95,2014-02-22 08:14:23,web
678,2014-02-22 08:15:40,mobile
37,2014-02-22 08:24:48,mobile
112,2014-02-22 08:25:39,web
132,2014-02-22 08:31:00,mobile
624,2014-02-22 08:31:04,web
329,2014-02-22 08:34:06,web
930,2014-02-22 08:41:29,mobile
467,2014-02-22 08:43:33,mobile
839,2014-02-22 08:45:28,mobile
990,2014-02-22 08:51:30,mobile
837,2014-02-22 08:52:53,mobile
877,2014-02-22 08:56:31,mobile
888,2014-02-22 09:01:12,web
660,2014-02-22 09:06:53,web
210,2014-02-22 09:11:47,mobile
115,2014-02-22 09:12:30,web
413,2014-02-22 09:14:05,mobile
158,2014-02-22 09:16:49,mobile
823,2014-02-22 09:17:35,web
672,2014-02-22 09:23:02,web
711,2014-02-22 09:24:43,web
588,2014-02-22 09:28:03,web
655,2014-02-22 09:34:42,mobile
768,2014-02-22 09:35:24,web
33,2014-02-22 09:36:47,mobile
414,2014-02-22 09:37:11,mobile
840,2014-02-22 09:42:45,web
521,2014-02-22 09:42:55,mobile
581,2014-02-22 09:43:48,web
853,2014-02-22 09:46:25,mobile
844,2014-02-22 09:50:42,web
703,2014-02-22 10:06:36,mobile
1,2014-02-22 10:10:34,web
126,2014-02-22 10:13:37,web
913,2014-02-22 10:15:27,mobile
904,2014-02-22 10:16:29,mobile
47,2014-02-22 10:31:57,mobile
278,2014-02-22 10:33:13,web
774,2014-02-22 10:33:38,mobile
849,2014-02-22 10:33:41,mobile
573,2014-02-22 10:39:52,mobile
921,2014-02-22 10:41:28,mobile
697,2014-02-22 10:42:38,mobile
896,2014-02-22 10:45:40,mobile
118,2014-02-22 10:50:09,web
715,2014-02-22 10:52:05,mobile
173,2014-02-22 10:54:15,web
584,2014-02-22 10:54:53,web
562,2014-02-22 10:58:33,web
599,2014-02-22 11:00:32,mobile
363,2014-02-22 11:05:02,mobile
990,2014-02-22 11:05:07,mobile
450,2014-02-22 11:06:39,mobile
398,2014-02-22 11:10:03,web
425,2014-02-22 11:13:40,mobile
847,2014-02-22 11:18:12,mobile
570,2014-02-22 11:19:36,mobile
716,2014-02-22 11:29:47,mobile
55,2014-02-22 11:34:01,web
731,2014-02-22 11:39:33,web
944,2014-02-22 11:47:30,mobile
351,2014-02-22 11:51:17,web
614,2014-02-22 11:51:58,mobile
968,2014-02-22 11:52:04,mobile
9,2014-02-22 11:54:12,web
650,2014-02-22 11:55:39,mobile
692,2014-02-22 12:05:18,mobile
